claim_id,customer_id,policy_type,claim_type,claim_date,claim_amount,deductible,payout_amount,claim_status,processing_days,adjuster_id,province,claim_frequency_90d,amount_vs_avg_ratio,weekend_filing,late_reporting_days,documentation_score,witness_present,police_report_filed,previous_claims_count,policy_age_days
CLM0005059,CUS001336,Auto,Collision,2025-04-07,2858.0,500,2358.0,Approved,18,ADJ027,QC,1,0.802043316377753,1,1,80,0,1,0,3084
CLM0005060,CUS003419,Auto,Collision,2024-12-25,6451.2,250,6201.2,Approved,48,ADJ046,QC,1,0.9700580054902581,0,1,94,1,1,1,4327
CLM0005061,CUS002741,Home,Theft,2024-09-17,891.14,500,391.14,Denied,30,ADJ021,QC,0,1.1008428625452982,0,1,82,1,0,0,616
CLM0005062,CUS001971,Auto,Collision,2025-07-12,5757.46,750,5007.46,Approved,35,ADJ025,QC,0,0.8127088802735077,0,0,90,1,0,0,3759
CLM0005063,CUS002082,Auto,Theft,2025-05-12,6240.17,750,5490.17,Approved,49,ADJ007,ON,0,1.295673561122135,0,2,75,1,0,0,4142
CLM0005064,CUS001393,Auto,Collision,2025-04-29,2146.63,1000,1146.63,Under Review,17,ADJ011,BC,0,0.9979444739697205,0,2,87,0,1,0,1619
CLM0005065,CUS002793,Home,Theft,2025-02-01,846.28,1000,0.0,Denied,45,ADJ045,QC,2,1.144321520764306,0,1,90,1,1,3,2885
CLM0005066,CUS001467,Home,Fire,2024-08-26,334669.85,2000,332669.85,Approved,84,ADJ030,ON,0,1.2133542397457757,1,3,91,0,1,2,4383
CLM0005067,CUS002121,Auto,Collision,2025-12-16,3550.14,1000,2550.14,Approved,25,ADJ028,ON,1,1.0839887556508807,0,0,83,0,0,0,1959
CLM0005068,CUS000291,Auto,Collision,2024-02-17,5074.94,750,4324.94,Under Review,22,ADJ039,QC,1,0.8539483879932002,0,3,90,1,0,0,-77
CLM0005069,CUS002639,Home,Weather,2025-02-28,9677.02,500,9177.02,Approved,43,ADJ004,ON,0,0.9359510235899551,1,0,79,0,0,2,-270
CLM0005070,CUS000709,Auto,Liability,2025-05-18,3127.22,500,2627.22,Under Review,6,ADJ016,ON,0,0.9006865221004955,0,3,96,1,1,0,2393
CLM0005071,CUS000886,Home,Fire,2025-10-03,10443.22,2000,8443.22,Under Review,52,ADJ010,QC,0,0.8450986210232231,0,4,91,1,0,2,3638
CLM0005072,CUS001968,Auto,Comprehensive,2025-08-23,485.24,1000,0.0,Under Review,5,ADJ009,ON,0,1.0951441734592753,0,3,97,0,0,0,4454
CLM0005073,CUS001317,Auto,Liability,2024-03-27,10211.68,1000,9211.68,Approved,21,ADJ011,ON,2,1.1646967852683086,0,1,97,1,0,0,3608
CLM0005074,CUS002884,Auto,Collision,2025-04-05,1912.66,500,1412.66,Under Review,4,ADJ014,MB,0,0.8720606199022162,0,1,94,1,1,0,4872
CLM0005075,CUS000878,Home,Liability,2025-01-30,14785.31,1500,13285.31,Approved,18,ADJ008,BC,2,1.1275282452884092,0,0,99,1,0,0,5003
CLM0005076,CUS000926,Auto,Liability,2024-01-22,1110.16,750,360.16,Approved,29,ADJ050,ON,0,0.977521922733863,0,1,79,1,1,1,530
CLM0005077,CUS002857,Auto,Collision,2025-12-16,8043.95,500,7543.95,Approved,39,ADJ023,NS,0,1.2010321738553476,1,1,87,0,1,0,2669
CLM0005078,CUS000387,Auto,Comprehensive,2024-04-13,1505.01,1000,505.01,Denied,13,ADJ011,ON,1,1.0729228845363772,0,3,83,1,0,0,68
CLM0005079,CUS004893,Auto,Comprehensive,2025-01-11,416.06,500,0.0,Approved,7,ADJ004,QC,0,0.964378168548242,1,2,90,1,1,1,3464
CLM0005080,CUS002023,Auto,Collision,2025-12-06,3007.24,500,2507.24,Approved,44,ADJ048,ON,1,1.2759012760437685,0,1,83,1,0,0,1563
CLM0005081,CUS002136,Home,Water Damage,2024-12-08,7320.4,1000,6320.4,Closed,11,ADJ023,ON,0,1.212063547310723,1,2,90,0,0,0,3516
CLM0005082,CUS004468,Auto,Collision,2024-10-11,1974.24,1000,974.24,Closed,21,ADJ010,ON,0,0.768497113971585,1,4,94,1,0,0,1044
CLM0005083,CUS004212,Auto,Liability,2024-05-23,16888.1,1000,15888.1,Denied,7,ADJ037,AB,0,1.225666786604801,1,4,98,1,1,2,2938
CLM0005084,CUS001452,Home,Water Damage,2025-09-24,3518.67,1000,2518.67,Approved,3,ADJ037,QC,0,0.9677491431754415,0,2,86,0,1,2,91
CLM0005085,CUS001902,Auto,Liability,2024-02-03,7100.57,750,6350.57,Approved,28,ADJ033,AB,0,0.808493042130993,1,3,86,1,1,1,-544
CLM0005086,CUS004847,Home,Vandalism,2024-02-20,2196.94,2000,196.94,Closed,48,ADJ033,ON,2,2.526082548406926,0,13,50,0,1,6,3140
CLM0005087,CUS002199,Home,Theft,2024-01-31,15474.62,1500,13974.62,Denied,51,ADJ024,AB,1,1.2201766949174297,0,0,80,1,0,2,772
CLM0005088,CUS000201,Auto,Collision,2024-08-18,6159.03,750,5409.03,Denied,9,ADJ018,QC,0,0.9600415055117397,0,1,91,1,0,0,563
CLM0005089,CUS004113,Auto,Collision,2025-08-10,7355.13,1000,6355.13,Approved,6,ADJ049,ON,1,1.0029931621117636,1,2,81,0,1,0,1989
CLM0005090,CUS000880,Home,Vandalism,2025-03-06,326.5,1000,0.0,Denied,7,ADJ010,MB,0,0.8191082894881674,0,0,88,1,1,1,1683
CLM0005091,CUS002037,Auto,Liability,2025-01-25,1932.68,500,1432.68,Denied,44,ADJ010,QC,0,1.269758027958715,0,3,93,0,0,3,2906
CLM0005092,CUS003374,Auto,Liability,2024-10-13,11671.46,500,11171.46,Approved,26,ADJ013,AB,0,1.2562823917402675,0,2,97,0,1,1,4403
CLM0005093,CUS000954,Auto,Liability,2024-10-30,12949.27,750,12199.27,Approved,5,ADJ028,QC,1,0.8469993506613028,1,2,93,1,0,2,1500
CLM0005094,CUS002527,Auto,Comprehensive,2025-08-04,1540.18,750,790.18,Under Review,17,ADJ034,BC,1,1.2509792316569532,1,4,81,1,1,0,415
CLM0005095,CUS000135,Auto,Theft,2024-07-26,12515.59,750,11765.59,Approved,3,ADJ004,QC,1,0.9936006239199533,1,2,94,1,1,2,3319
CLM0005096,CUS003323,Auto,Collision,2024-12-04,6731.48,1000,5731.48,Approved,8,ADJ039,NS,0,0.8118115615679459,0,1,88,0,1,0,1868
CLM0005097,CUS000505,Auto,Liability,2025-05-20,4599.41,750,3849.41,Closed,10,ADJ003,ON,1,0.7084568341837101,0,1,93,1,1,0,3592
CLM0005098,CUS001484,Home,Theft,2024-09-14,1811.54,2000,0.0,Approved,19,ADJ036,BC,2,1.2064717387318966,0,4,85,1,1,0,-293
CLM0005099,CUS000540,Auto,Collision,2025-12-26,1845.44,750,1095.44,Approved,34,ADJ017,ON,1,1.090878431121196,0,0,76,1,0,1,1968
CLM0005100,CUS000842,Home,Theft,2025-10-19,4372.42,500,3872.42,Approved,22,ADJ044,BC,0,1.8864489763462418,0,10,78,0,0,2,5102
CLM0005101,CUS001293,Home,Water Damage,2024-09-22,3881.42,1500,2381.42,Approved,32,ADJ013,ON,0,1.0523155702762765,0,0,78,1,1,3,4878
CLM0005102,CUS002311,Auto,Collision,2024-04-22,10427.9,500,9927.9,Approved,18,ADJ043,ON,1,1.0792014263975078,1,2,85,1,1,0,-154
CLM0005103,CUS000705,Home,Water Damage,2025-01-01,6709.74,1000,5709.74,Denied,36,ADJ022,QC,0,1.13467019045547,1,0,80,1,1,2,3385
CLM0005104,CUS004695,Home,Weather,2024-12-07,15842.39,1500,14342.39,Approved,5,ADJ033,ON,0,0.7730170020611835,0,4,87,0,0,1,4938
CLM0005105,CUS002385,Home,Liability,2025-07-11,2233.49,1500,733.49,Approved,9,ADJ009,ON,0,0.901775813187328,1,3,90,1,0,3,462
CLM0005106,CUS003837,Auto,Theft,2025-06-23,16814.84,1000,15814.84,Approved,10,ADJ029,QC,0,0.8594381851602851,0,2,97,1,1,1,3073
CLM0005107,CUS001702,Auto,Liability,2024-07-23,5677.14,1000,4677.14,Approved,4,ADJ042,ON,0,0.9330971863272859,0,2,99,1,1,1,1294
CLM0005108,CUS002936,Auto,Comprehensive,2025-06-10,7418.8,500,6918.8,Denied,42,ADJ043,ON,0,0.8660164964517063,1,4,80,1,1,3,4317
CLM0005109,CUS003462,Auto,Comprehensive,2025-03-19,7988.77,750,7238.77,Approved,72,ADJ024,BC,1,2.415445739061024,1,3,62,1,1,3,4037
CLM0005110,CUS000013,Auto,Collision,2024-03-24,6358.86,1000,5358.86,Approved,3,ADJ022,ON,0,1.1496735131607974,0,2,80,0,0,2,854
CLM0005111,CUS001660,Home,Fire,2024-05-01,167365.76,1000,166365.76,Approved,18,ADJ009,MB,0,1.2447434211669897,1,3,91,1,1,1,1536
CLM0005112,CUS004969,Home,Weather,2024-12-18,7231.93,1000,6231.93,Under Review,32,ADJ036,ON,0,0.8277932314019898,1,2,80,1,1,1,2334
CLM0005113,CUS002557,Auto,Comprehensive,2024-03-17,967.17,750,217.17,Approved,16,ADJ033,BC,1,1.2616967068447265,1,2,95,0,1,0,2691
CLM0005114,CUS000390,Auto,Collision,2025-12-17,11678.56,750,10928.56,Denied,8,ADJ022,ON,0,1.2215375956904677,0,3,79,1,1,1,419
CLM0005115,CUS003809,Auto,Collision,2024-02-10,8544.66,1000,7544.66,Approved,6,ADJ004,ON,0,1.1931604565644633,0,2,88,1,1,2,3545
CLM0005116,CUS002465,Auto,Liability,2024-06-13,5123.59,1000,4123.59,Closed,26,ADJ037,QC,0,0.9281987308257409,0,4,99,1,1,1,4297
CLM0005117,CUS004627,Auto,Vandalism,2025-03-17,846.89,750,96.89,Denied,28,ADJ032,ON,0,0.819446985714507,1,3,78,1,1,0,5089
CLM0005118,CUS004982,Home,Weather,2024-12-07,7971.27,2000,5971.27,Denied,33,ADJ009,ON,1,1.6672228412256749,0,18,54,0,0,7,3101
CLM0005119,CUS003638,Home,Theft,2025-10-12,1147.62,2000,0.0,Closed,5,ADJ003,ON,1,1.0100465702744144,0,0,75,1,1,0,5099
CLM0005120,CUS002376,Auto,Collision,2025-12-19,16852.53,1000,15852.53,Approved,7,ADJ006,AB,1,0.9385903452681703,0,3,78,1,1,0,3777
CLM0005121,CUS003320,Auto,Collision,2025-11-07,6409.48,1000,5409.48,Approved,7,ADJ041,ON,2,0.7667531120756181,1,0,97,0,1,3,4957
CLM0005122,CUS002833,Home,Fire,2025-12-25,8981.2,1500,7481.2,Approved,10,ADJ016,BC,0,0.731588147250525,0,4,81,0,0,3,5008
CLM0005123,CUS002641,Auto,Theft,2024-08-20,33093.69,750,32343.69,Approved,3,ADJ037,BC,1,0.9113133175589939,1,4,80,0,1,2,2138
CLM0005124,CUS000707,Auto,Liability,2025-12-05,1745.12,500,1245.12,Denied,14,ADJ048,ON,0,1.1718931150435377,1,2,87,0,1,1,4552
CLM0005125,CUS000165,Home,Water Damage,2024-02-08,5524.55,1500,4024.55,Denied,4,ADJ048,AB,0,1.2425426602246357,0,0,85,1,1,0,816
CLM0005126,CUS004896,Auto,Collision,2024-05-24,3347.47,1000,2347.47,Approved,22,ADJ027,MB,0,0.7377292861129333,1,2,77,0,1,0,3525
CLM0005127,CUS002356,Auto,Collision,2024-05-18,33265.99,1000,32265.99,Approved,21,ADJ025,ON,3,3.8273909910917623,0,2,48,1,0,5,3560
CLM0005128,CUS004619,Auto,Liability,2024-08-26,5915.77,250,5665.77,Approved,22,ADJ012,QC,0,0.974530759758492,0,1,82,0,1,0,4182
CLM0005129,CUS004817,Auto,Collision,2025-09-24,3069.75,750,2319.75,Approved,11,ADJ004,QC,2,1.0918224681054716,1,1,80,1,1,1,2382
CLM0005130,CUS004407,Home,Water Damage,2025-05-06,1636.02,1500,136.02,Approved,3,ADJ013,ON,0,1.1366016547352733,0,3,84,0,1,1,662
CLM0005131,CUS001410,Auto,Collision,2024-02-23,5053.51,750,4303.51,Approved,9,ADJ028,ON,0,1.1067200136445055,0,2,96,1,0,0,503
CLM0005132,CUS001477,Auto,Theft,2025-03-05,12744.72,1000,11744.72,Denied,7,ADJ016,BC,2,1.0244640534359895,0,1,80,1,1,1,2026
CLM0005133,CUS000189,Auto,Theft,2025-03-10,19860.72,750,19110.72,Approved,14,ADJ033,ON,0,0.780583026088159,0,4,80,1,1,0,3409
CLM0005134,CUS002305,Auto,Comprehensive,2025-12-25,1391.19,250,1141.19,Denied,14,ADJ026,QC,1,0.8047425846338024,0,0,82,0,0,0,2107
CLM0005135,CUS003945,Auto,Comprehensive,2024-02-14,2821.86,1000,1821.86,Closed,3,ADJ045,ON,0,1.267309386025484,0,3,85,0,1,3,1185
CLM0005136,CUS003260,Auto,Liability,2025-05-21,14774.63,1000,13774.63,Approved,5,ADJ006,ON,0,1.0603781954340727,0,4,82,1,1,1,4684
CLM0005137,CUS001431,Auto,Collision,2024-03-14,562.15,1000,0.0,Approved,38,ADJ005,BC,0,1.1655378032605999,0,4,84,0,0,3,836
CLM0005138,CUS003723,Auto,Comprehensive,2025-02-03,618.78,750,0.0,Approved,5,ADJ018,QC,0,0.9439084116878904,0,0,80,1,1,0,4731
CLM0005139,CUS001073,Auto,Collision,2024-12-25,2626.6,750,1876.6,Approved,11,ADJ011,QC,0,0.9573193490232521,0,2,88,0,1,0,379
CLM0005140,CUS004493,Auto,Liability,2025-12-22,28388.27,500,27888.27,Approved,7,ADJ034,AB,0,1.2711955218233293,0,0,83,1,0,1,93
CLM0005141,CUS004408,Auto,Comprehensive,2024-07-24,1551.72,1000,551.72,Denied,28,ADJ027,ON,0,0.8166389309289339,1,3,75,1,0,0,2848
CLM0005142,CUS000945,Auto,Liability,2026-01-04,23995.68,500,23495.68,Approved,14,ADJ019,NS,0,1.119681153927715,0,2,89,1,1,1,4920
CLM0005143,CUS002819,Auto,Theft,2024-07-25,32311.14,750,31561.14,Denied,14,ADJ048,BC,1,0.924330392146036,1,4,77,1,0,1,4292
CLM0005144,CUS000703,Home,Water Damage,2025-05-18,5085.88,1500,3585.88,Approved,10,ADJ041,NB,4,2.360669342780713,1,2,75,0,0,5,603
CLM0005145,CUS002233,Auto,Collision,2025-02-04,32730.14,750,31980.14,Under Review,8,ADJ005,QC,0,0.9392088826655609,0,2,86,1,0,0,915
CLM0005146,CUS004175,Home,Water Damage,2025-05-12,13406.65,1500,11906.65,Under Review,9,ADJ005,MB,0,1.2039522665400395,0,1,92,0,0,0,2500
CLM0005147,CUS001102,Home,Water Damage,2025-05-19,11041.62,1000,10041.62,Approved,45,ADJ018,ON,0,1.2695320575962636,0,4,92,1,1,0,4324
CLM0005148,CUS001006,Home,Weather,2024-10-01,2748.0,2000,748.0,Approved,9,ADJ038,MB,0,1.113395548516918,0,0,96,0,1,1,4183
CLM0005149,CUS004697,Auto,Comprehensive,2024-05-21,2863.68,500,2363.68,Closed,10,ADJ013,QC,2,1.0319643380335723,0,1,81,1,1,3,4278
CLM0005150,CUS000734,Auto,Liability,2024-10-30,6951.4,500,6451.4,Approved,38,ADJ029,ON,0,1.2126395609530993,0,4,78,0,1,0,4883
CLM0005151,CUS003361,Auto,Comprehensive,2024-05-05,1459.31,750,709.31,Approved,19,ADJ047,ON,0,0.9516675965214151,0,2,90,1,1,1,3508
CLM0005152,CUS001194,Auto,Liability,2025-05-19,11955.55,500,11455.55,Approved,13,ADJ016,QC,1,1.1169973888510498,1,3,85,1,1,2,261
CLM0005153,CUS003861,Auto,Collision,2025-11-30,1074.99,750,324.99,Denied,4,ADJ025,ON,2,1.1456594032560052,0,3,89,1,0,2,934
CLM0005154,CUS000017,Auto,Comprehensive,2024-05-30,259.38,1000,0.0,Approved,16,ADJ035,MB,0,1.2503449855732316,0,2,93,1,0,1,1109
CLM0005155,CUS000245,Auto,Liability,2025-12-02,10600.82,1000,9600.82,Approved,46,ADJ001,QC,3,1.618306842651882,0,2,74,1,0,10,4158
CLM0005156,CUS004511,Home,Water Damage,2025-07-15,326.11,1500,0.0,Denied,12,ADJ009,ON,0,0.8126091635856374,1,2,84,1,1,2,2059
CLM0005157,CUS000593,Home,Fire,2025-06-11,80292.91,1500,78792.91,Approved,6,ADJ013,AB,0,0.7492841311526549,0,3,76,1,0,1,5144
CLM0005158,CUS004754,Auto,Collision,2025-11-25,3998.61,750,3248.61,Under Review,20,ADJ015,ON,1,1.1259541624649714,0,0,88,1,0,1,687
CLM0005159,CUS004467,Home,Liability,2024-08-28,18732.2,1500,17232.2,Under Review,5,ADJ040,ON,1,1.0328835046212321,0,3,77,1,1,1,2317
CLM0005160,CUS003188,Auto,Theft,2025-08-07,10438.47,1000,9438.47,Approved,5,ADJ002,ON,0,1.1151731697587417,0,4,99,0,0,1,3071
CLM0005161,CUS004077,Home,Fire,2025-07-30,237441.88,1000,236441.88,Closed,14,ADJ007,NB,0,1.031531996091032,1,3,93,1,1,0,-26
CLM0005162,CUS004937,Auto,Collision,2025-05-08,2287.86,1000,1287.86,Denied,3,ADJ044,AB,0,1.1004063534145772,0,3,94,0,1,1,828
CLM0005163,CUS001131,Auto,Liability,2025-10-04,3291.52,750,2541.52,Denied,3,ADJ011,BC,0,1.2481243695795445,1,2,84,1,0,1,1719
CLM0005164,CUS002066,Auto,Collision,2025-11-02,3049.19,750,2299.19,Under Review,9,ADJ010,QC,0,0.8091644175513819,1,1,89,1,0,1,2091
CLM0005165,CUS000719,Home,Water Damage,2025-03-02,18372.1,1500,16872.1,Approved,38,ADJ042,ON,0,1.2553593201460977,0,0,85,0,0,1,1661
CLM0005166,CUS000989,Home,Water Damage,2024-04-20,18134.78,1000,17134.78,Closed,40,ADJ019,ON,1,2.174149825749989,0,9,75,0,0,5,4482
CLM0005167,CUS000248,Home,Theft,2024-03-06,1046.31,500,546.31,Denied,17,ADJ008,AB,0,1.5199546776028183,1,10,71,0,0,3,4296
CLM0005168,CUS004731,Home,Fire,2025-09-22,33845.55,1000,32845.55,Approved,64,ADJ031,ON,0,0.8662834467069742,0,1,80,1,1,3,5344
CLM0005169,CUS001225,Auto,Theft,2025-08-25,15245.34,250,14995.34,Approved,10,ADJ027,AB,1,0.84940757875137,1,1,78,0,1,1,1340
CLM0005170,CUS003911,Home,Weather,2025-09-11,5959.04,1500,4459.04,Under Review,23,ADJ049,ON,0,0.8846558376606685,0,3,92,1,1,1,2207
CLM0005171,CUS004381,Home,Vandalism,2025-04-15,849.18,1500,0.0,Under Review,16,ADJ027,NS,1,1.1500819855354854,1,2,89,1,1,0,1229
CLM0005172,CUS001443,Home,Weather,2024-12-15,3165.72,2000,1165.72,Denied,15,ADJ008,AB,0,0.9695877961019741,0,3,76,0,1,1,1992
CLM0005173,CUS000841,Auto,Collision,2025-04-22,3406.75,250,3156.75,Denied,6,ADJ049,ON,1,0.7885994815468712,0,3,81,1,1,0,2227
CLM0005174,CUS004353,Home,Water Damage,2024-02-19,3369.53,2000,1369.53,Approved,34,ADJ050,BC,0,1.1661474326665628,0,4,87,1,0,0,2687
CLM0005175,CUS004346,Auto,Comprehensive,2024-12-17,1323.85,750,573.85,Approved,4,ADJ041,SK,1,1.21330452899257,0,4,88,1,1,3,3534
CLM0005176,CUS002254,Auto,Collision,2025-08-18,5338.63,1000,4338.63,Approved,16,ADJ029,QC,0,1.257875121203639,1,3,97,1,1,0,988
CLM0005177,CUS003311,Auto,Collision,2024-07-30,3435.94,750,2685.94,Denied,9,ADJ007,ON,0,1.1969333635607742,0,4,94,0,1,1,2725
CLM0005178,CUS002533,Home,Vandalism,2025-11-28,1486.26,2000,0.0,Approved,33,ADJ046,AB,1,1.0877176517895248,0,4,82,1,0,0,4195
CLM0005179,CUS001368,Home,Theft,2024-02-27,3919.23,2000,1919.23,Approved,20,ADJ010,ON,1,1.1301960170454075,1,1,98,1,0,1,2498
CLM0005180,CUS004413,Auto,Liability,2024-02-28,16044.58,1000,15044.58,Approved,15,ADJ038,ON,1,0.7293797500997726,0,1,85,1,1,1,529
CLM0005181,CUS001021,Auto,Collision,2024-11-28,2041.75,750,1291.75,Approved,48,ADJ033,ON,0,0.8248789946447688,0,1,81,1,1,3,955
CLM0005182,CUS003721,Auto,Comprehensive,2025-03-28,687.28,750,0.0,Under Review,12,ADJ037,ON,0,1.028229897672073,1,4,77,0,1,1,3187
CLM0005183,CUS000261,Home,Water Damage,2025-03-21,6774.15,1000,5774.15,Approved,11,ADJ020,ON,0,0.8419236477774121,1,2,89,1,1,0,2179
CLM0005184,CUS000024,Auto,Liability,2025-12-26,4420.44,1000,3420.44,Under Review,10,ADJ032,QC,2,0.9102131363057191,0,1,96,1,1,2,3609
CLM0005185,CUS001738,Home,Fire,2025-12-27,181634.77,2000,179634.77,Approved,20,ADJ048,ON,2,1.0153908440813944,0,2,95,1,0,0,5377
CLM0005186,CUS004467,Auto,Collision,2025-04-03,3673.4,750,2923.4,Denied,32,ADJ003,ON,0,1.1679144056027053,1,1,95,1,0,1,2535
CLM0005187,CUS003913,Auto,Collision,2025-05-22,12912.62,500,12412.62,Approved,24,ADJ010,NB,0,1.2679315667684392,0,0,90,1,1,1,907
CLM0005188,CUS004812,Auto,Theft,2025-06-01,17469.7,750,16719.7,Closed,19,ADJ018,AB,2,1.2297498334560244,1,0,78,0,0,1,935
CLM0005189,CUS001692,Home,Water Damage,2025-05-03,1312.71,500,812.71,Denied,3,ADJ050,ON,2,0.9767771139705623,0,2,96,0,1,0,2515
CLM0005190,CUS004903,Auto,Collision,2024-01-24,10256.44,750,9506.44,Approved,9,ADJ036,QC,1,1.2679436172008893,0,1,97,1,0,1,3474
CLM0005191,CUS000199,Auto,Liability,2024-04-16,3487.81,750,2737.81,Approved,6,ADJ037,QC,0,0.8891900814142881,0,4,92,1,1,3,1838
CLM0005192,CUS004477,Auto,Theft,2024-05-13,5993.01,250,5743.01,Denied,32,ADJ015,NL,0,1.0649730241947597,0,3,76,1,1,1,271
CLM0005193,CUS002900,Auto,Collision,2024-01-15,2121.27,1000,1121.27,Approved,8,ADJ031,QC,0,0.9269143142704599,0,3,80,1,1,1,3950
CLM0005194,CUS000674,Auto,Comprehensive,2025-09-29,1747.74,1000,747.74,Approved,3,ADJ032,SK,2,0.8052005085120398,0,4,94,1,0,1,3964
CLM0005195,CUS000657,Auto,Theft,2024-08-13,7765.91,1000,6765.91,Approved,20,ADJ041,AB,1,0.8454477410621755,1,3,94,1,0,1,3753
CLM0005196,CUS000464,Auto,Liability,2024-07-16,4519.93,500,4019.93,Denied,3,ADJ028,QC,0,1.0959358042063883,0,3,94,0,1,0,310
CLM0005197,CUS003358,Auto,Comprehensive,2025-07-23,4071.12,750,3321.12,Approved,5,ADJ007,MB,0,0.8581284684748706,0,3,94,1,0,0,2923
CLM0005198,CUS004101,Home,Theft,2024-10-17,2277.8,1500,777.8,Approved,18,ADJ002,ON,0,1.219594800425559,0,1,94,1,0,2,1120
CLM0005199,CUS004625,Home,Theft,2025-01-21,19257.22,1500,17757.22,Approved,15,ADJ004,BC,0,0.9797770193966786,1,0,95,1,1,0,111
CLM0005200,CUS000935,Home,Fire,2025-10-15,34393.43,1000,33393.43,Approved,12,ADJ004,ON,0,1.2838137342669893,1,1,94,1,1,0,3605
CLM0005201,CUS000266,Home,Theft,2025-03-06,5004.69,2000,3004.69,Approved,29,ADJ043,BC,1,0.9129153054313583,1,1,79,0,0,1,2027
CLM0005202,CUS001631,Auto,Collision,2025-07-19,5635.2,750,4885.2,Approved,12,ADJ005,AB,2,1.157976809536557,0,0,98,0,1,1,3012
CLM0005203,CUS004519,Home,Theft,2025-01-23,3907.78,500,3407.78,Approved,23,ADJ038,ON,2,1.7651076371934264,1,8,64,0,1,3,3609
CLM0005204,CUS003464,Home,Liability,2024-08-05,111644.28,2000,109644.28,Approved,15,ADJ020,ON,0,0.9510213970064074,0,2,84,1,0,1,2058
CLM0005205,CUS004626,Auto,Collision,2025-09-18,4808.03,1000,3808.03,Closed,46,ADJ004,QC,0,0.7242603213388987,0,4,86,1,0,1,760
CLM0005206,CUS004818,Auto,Comprehensive,2025-09-06,1496.72,500,996.72,Closed,3,ADJ004,ON,2,1.0033560933606236,1,3,90,1,0,2,4560
CLM0005207,CUS003286,Home,Fire,2024-08-15,28860.27,2000,26860.27,Approved,6,ADJ035,AB,1,1.2323372498249812,0,2,96,1,0,1,1815
CLM0005208,CUS003738,Auto,Theft,2024-07-21,19838.01,500,19338.01,Approved,14,ADJ050,BC,1,1.1583946620187358,0,1,75,1,1,2,2184
CLM0005209,CUS001197,Home,Water Damage,2025-10-17,5261.13,1500,3761.13,Approved,6,ADJ021,BC,0,1.0163137333765835,1,1,97,1,0,1,2900
CLM0005210,CUS000105,Home,Theft,2024-03-18,5427.77,1000,4427.77,Approved,10,ADJ017,AB,0,1.049284056406426,1,4,90,1,1,1,2602
CLM0005211,CUS002506,Auto,Collision,2024-03-14,8133.8,750,7383.8,Approved,17,ADJ024,ON,0,1.281820357447261,1,3,84,0,0,2,1478
CLM0005212,CUS000624,Home,Water Damage,2025-05-23,4377.19,2000,2377.19,Denied,44,ADJ042,QC,0,0.7038751727076217,0,3,96,0,1,2,4217
CLM0005213,CUS000121,Home,Water Damage,2024-06-04,7840.17,2000,5840.17,Closed,30,ADJ017,BC,0,0.7135903331121862,0,1,82,1,1,0,2352
CLM0005214,CUS001298,Auto,Liability,2024-10-16,108217.64,1000,107217.64,Under Review,5,ADJ029,ON,0,1.0926761911644918,1,2,87,1,0,0,68
CLM0005215,CUS001072,Auto,Collision,2025-12-02,6112.08,750,5362.08,Approved,20,ADJ033,ON,0,0.8099515130868118,1,1,96,0,1,0,2157
CLM0005216,CUS002155,Home,Liability,2025-12-30,17806.46,1500,16306.46,Approved,16,ADJ044,ON,0,1.268474080959892,0,4,77,0,0,3,3207
CLM0005217,CUS002408,Auto,Collision,2025-12-15,1971.49,500,1471.49,Denied,62,ADJ031,AB,0,1.201545288442825,0,0,99,1,1,1,3805
CLM0005218,CUS001271,Home,Fire,2025-05-23,179016.7,2000,177016.7,Approved,10,ADJ041,QC,1,0.9227556702331352,0,3,90,1,0,0,705
CLM0005219,CUS003245,Auto,Comprehensive,2025-12-03,870.78,500,370.78,Denied,24,ADJ042,QC,1,0.9547254116123902,0,4,91,1,0,0,4710
CLM0005220,CUS004266,Auto,Comprehensive,2025-10-30,764.11,500,264.11,Denied,74,ADJ028,AB,2,0.9282401912161181,1,3,90,1,1,1,2317
CLM0005221,CUS002325,Auto,Collision,2024-11-30,7829.37,1000,6829.37,Under Review,6,ADJ020,ON,0,0.8670286100037714,0,1,76,0,1,2,1562
CLM0005222,CUS003669,Auto,Comprehensive,2024-10-19,28392.04,750,27642.04,Under Review,17,ADJ012,AB,0,3.8542900943120784,1,14,64,0,1,7,649
CLM0005223,CUS003721,Auto,Collision,2024-10-18,8121.82,750,7371.82,Approved,42,ADJ031,ON,0,1.9037618423242197,1,7,53,0,0,2,3026
CLM0005224,CUS002588,Auto,Collision,2025-01-24,4791.96,250,4541.96,Closed,7,ADJ036,QC,1,0.8989171466113854,0,2,90,1,0,2,3354
CLM0005225,CUS002984,Auto,Collision,2025-06-11,2178.2,750,1428.2,Approved,4,ADJ019,ON,0,1.0437134721695651,0,0,81,1,1,0,1931
CLM0005226,CUS001330,Auto,Collision,2024-11-30,6041.92,500,5541.92,Approved,43,ADJ014,AB,1,0.7055021475267192,0,4,86,0,1,0,1130
CLM0005227,CUS003608,Home,Water Damage,2025-10-06,9985.54,1000,8985.54,Under Review,17,ADJ038,NB,0,0.8130768369371494,0,2,85,1,0,0,3645
CLM0005228,CUS001600,Home,Water Damage,2024-12-22,30530.29,1500,29030.29,Under Review,15,ADJ014,ON,0,1.1611654770755964,0,3,90,1,0,1,3321
