claim_id,anomaly_score,ml_fraud_probability,risk_score,risk_category,flagged_for_review,requires_investigation
CLM0007372,50.449195406639504,99.91941264824197,80.1,Critical,True,False
CLM0007373,49.90604074829403,99.99467211768956,80.0,Critical,True,False
CLM0007374,26.770200439340176,0.0,10.7,Low,False,False
CLM0007375,11.032038188191107,0.0,4.4,Low,False,False
CLM0007376,6.894623087517971,0.0,2.8,Low,False,False
CLM0007377,18.2555584174835,0.0,7.3,Low,False,False
CLM0007378,9.962591291755352,0.0,4.0,Low,False,False
CLM0007379,6.360209885951241,0.0,2.5,Low,False,False
CLM0007380,22.52894280267814,0.0,9.0,Low,False,False
CLM0007381,12.463004759081464,0.0,5.0,Low,False,False
CLM0007382,14.0432496650432,0.0,5.6,Low,False,False
CLM0007383,6.422755182187845,0.0,2.6,Low,False,False
CLM0007384,9.508370959106372,0.0,3.8,Low,False,False
CLM0007385,35.864200831175744,0.0,14.3,Low,False,False
CLM0007386,13.62499349269466,0.0,5.4,Low,False,False
CLM0007387,26.62307079920405,0.0,10.6,Low,False,False
CLM0007388,9.316814655235072,0.0,3.7,Low,False,False
CLM0007389,15.773837840454819,0.0,6.3,Low,False,False
CLM0007390,14.032316934005296,0.0,5.6,Low,False,False
CLM0007391,4.331863447314022,0.0,1.7,Low,False,False
CLM0007392,34.175709224034264,0.0,13.7,Low,False,False
CLM0007393,21.817522713350378,0.0,8.7,Low,False,False
CLM0007394,14.309600124444477,0.0,5.7,Low,False,False
CLM0007395,13.862501975449504,0.0,5.5,Low,False,False
CLM0007396,15.907597131293215,0.0,6.4,Low,False,False
CLM0007397,44.94914109563914,0.0,18.0,Low,False,False
CLM0007398,23.091337184102535,0.0,9.2,Low,False,False
CLM0007399,34.48983590668958,0.0,13.8,Low,False,False
CLM0007400,11.761726466145195,0.0,4.7,Low,False,False
CLM0007401,12.618719416068181,0.0,5.0,Low,False,False
CLM0007402,17.301273330048904,0.0,6.9,Low,False,False
CLM0007403,12.779909845711723,0.0,5.1,Low,False,False
CLM0007404,15.341842849474496,0.0,6.1,Low,False,False
CLM0007405,64.7275252476972,99.27085459719763,85.5,Critical,True,True
CLM0007406,13.730077759037961,0.0,5.5,Low,False,False
CLM0007407,20.627704590756966,0.0,8.3,Low,False,False
CLM0007408,13.413127597030783,0.0,5.4,Low,False,False
CLM0007409,15.21066561925043,0.0,6.1,Low,False,False
CLM0007410,20.024391190690405,0.0,8.0,Low,False,False
CLM0007411,52.610410846227296,99.96393312677154,81.0,Critical,True,False
CLM0007412,73.50366925851087,100.0,89.4,Critical,True,True
CLM0007413,12.270039233992392,0.0,4.9,Low,False,False
CLM0007414,29.14571969439057,0.0,11.7,Low,False,False
CLM0007415,15.386439679871145,0.0,6.2,Low,False,False
CLM0007416,72.71183696815831,100.0,89.1,Critical,True,True
CLM0007417,39.0960960857489,0.0,15.6,Low,False,False
CLM0007418,10.244887948819347,0.0,4.1,Low,False,False
CLM0007419,21.339778923663623,0.0,8.5,Low,False,False
CLM0007420,19.14291531983652,0.0,7.7,Low,False,False
CLM0007421,18.05835567922277,0.0,7.2,Low,False,False
CLM0007422,36.1282783453152,0.0,14.5,Low,False,False
CLM0007423,33.26370016037015,0.0,13.3,Low,False,False
CLM0007424,18.388065983863356,0.0,7.4,Low,False,False
CLM0007425,61.83086573397749,100.0,84.7,Critical,True,False
CLM0007426,37.40390763257496,0.0,15.0,Low,False,False
CLM0007427,16.613394812498893,0.0,6.6,Low,False,False
CLM0007428,17.354946324591946,0.0,6.9,Low,False,False
CLM0007429,29.203135519158796,0.0,11.7,Low,False,False
CLM0007430,82.16415206982607,100.0,92.9,Critical,True,True
CLM0007431,17.10304464641502,0.0,6.8,Low,False,False
CLM0007432,45.10703486302212,0.0,18.0,Low,False,False
CLM0007433,15.58371900372314,0.0,6.2,Low,False,False
CLM0007434,18.18515394686566,0.0,7.3,Low,False,False
CLM0007435,41.10235812175959,0.0,16.4,Low,False,False
CLM0007436,33.09457187379571,0.0,13.2,Low,False,False
CLM0007437,15.53511429835922,0.0,6.2,Low,False,False
CLM0007438,21.261807072871697,0.0,8.5,Low,False,False
CLM0007439,11.933749957401096,0.0,4.8,Low,False,False
CLM0007440,12.056069744074238,0.0,4.8,Low,False,False
CLM0007441,17.22607576223941,0.0,6.9,Low,False,False
CLM0007442,15.149853241163369,0.0,6.1,Low,False,False
CLM0007443,73.37347516425974,100.0,89.3,Critical,True,True
CLM0007444,17.79026835256168,0.0,7.1,Low,False,False
CLM0007445,21.15814754797196,0.0,8.5,Low,False,False
CLM0007446,18.05252378042632,0.0,7.2,Low,False,False
CLM0007447,20.40155690111778,0.0,8.2,Low,False,False
CLM0007448,82.174637167044,100.0,92.9,Critical,True,True
CLM0007449,13.416199495973746,0.0,5.4,Low,False,False
CLM0007450,21.65909398429432,0.0,8.7,Low,False,False
CLM0007451,16.258364490546327,0.0,6.5,Low,False,False
CLM0007452,23.03819270947962,0.0,9.2,Low,False,False
CLM0007453,10.285853683275004,0.0,4.1,Low,False,False
CLM0007454,18.49334225346835,0.0,7.4,Low,False,False
CLM0007455,16.69583447174221,0.0,6.7,Low,False,False
CLM0007456,14.698925375486017,0.0,5.9,Low,False,False
CLM0007457,37.346740666894306,0.0,14.9,Low,False,False
CLM0007458,23.20523014622644,0.0,9.3,Low,False,False
CLM0007459,22.07244853017878,0.0,8.8,Low,False,False
CLM0007460,70.53601886652345,99.97641112578249,88.2,Critical,True,True
CLM0007461,5.533548468599103,0.0,2.2,Low,False,False
CLM0007462,14.595460581768105,0.0,5.8,Low,False,False
CLM0007463,18.382479005592344,0.0,7.4,Low,False,False
CLM0007464,18.605931388512776,0.0,7.4,Low,False,False
CLM0007465,21.889467441223964,0.0,8.8,Low,False,False
CLM0007466,59.13347785060176,100.0,83.7,Critical,True,False
CLM0007467,34.77980429915372,0.0,13.9,Low,False,False
CLM0007468,17.454171767195426,0.0,7.0,Low,False,False
CLM0007469,32.53283347894015,0.0,13.0,Low,False,False
CLM0007470,13.581074044620934,0.0,5.4,Low,False,False
CLM0007471,7.975804031760481,0.0,3.2,Low,False,False
CLM0007472,28.590835948243875,0.0,11.4,Low,False,False
CLM0007473,81.18299427278008,100.0,92.5,Critical,True,True
CLM0007474,20.088170016418704,0.0,8.0,Low,False,False
CLM0007475,13.074011747277881,0.0,5.2,Low,False,False
CLM0007476,7.288124901045167,0.0,2.9,Low,False,False
CLM0007477,12.042491334948835,0.0,4.8,Low,False,False
CLM0007478,14.297898992606283,0.0,5.7,Low,False,False
CLM0007479,25.986933510805386,0.0,10.4,Low,False,False
CLM0007480,15.29309278980242,0.0,6.1,Low,False,False
CLM0007481,13.492344255500388,0.0,5.4,Low,False,False
CLM0007482,35.60252428484829,0.38646028970489815,14.5,Low,False,False
CLM0007483,17.327150611881315,0.0,6.9,Low,False,False
CLM0007484,10.356540592326823,0.0,4.1,Low,False,False
CLM0007485,2.5416690317071056,0.0,1.0,Low,False,False
CLM0007486,17.59009762553371,3.438747467346232,9.1,Low,False,False
CLM0007487,16.041498295972957,0.0,6.4,Low,False,False
CLM0007488,14.8786862421182,0.0,6.0,Low,False,False
CLM0007489,19.745014946133523,0.0,7.9,Low,False,False
CLM0007490,19.678187395660817,0.0,7.9,Low,False,False
CLM0007491,18.293911014913867,0.0,7.3,Low,False,False
CLM0007492,80.50436616382756,100.0,92.2,Critical,True,True
CLM0007493,37.93286629208728,0.0,15.2,Low,False,False
CLM0007494,11.184137281999828,0.0,4.5,Low,False,False
CLM0007495,8.227191601478479,0.0,3.3,Low,False,False
CLM0007496,7.456113194577352,0.0,3.0,Low,False,False
CLM0007497,9.5515969073084,0.0,3.8,Low,False,False
CLM0007498,22.778822691886514,0.0,9.1,Low,False,False
CLM0007499,16.921398479552973,0.0,6.8,Low,False,False
CLM0007500,12.165881134030009,0.0,4.9,Low,False,False
CLM0007501,17.286000584598582,0.0,6.9,Low,False,False
CLM0007502,26.494356590900935,0.0,10.6,Low,False,False
CLM0007503,4.22424121332301,0.0,1.7,Low,False,False
CLM0007504,16.11729484323946,0.0,6.4,Low,False,False
CLM0007505,4.232019507365914,0.0,1.7,Low,False,False
CLM0007506,55.132577438250465,100.0,82.1,Critical,True,False
CLM0007507,18.422944534903873,0.0,7.4,Low,False,False
CLM0007508,14.176361060188281,0.0,5.7,Low,False,False
CLM0007509,23.06080633969677,1.6962007431746136,10.2,Low,False,False
CLM0007510,19.603266242192095,0.0,7.8,Low,False,False
CLM0007511,10.988404532450291,0.0,4.4,Low,False,False
CLM0007512,33.10289514917475,0.0,13.2,Low,False,False
CLM0007513,59.97151220939991,0.0,24.0,Low,False,False
CLM0007514,23.74928882014847,0.0,9.5,Low,False,False
CLM0007515,10.439942875985054,0.0,4.2,Low,False,False
CLM0007516,18.576244371118346,0.0,7.4,Low,False,False
CLM0007517,20.518471729461872,0.0,8.2,Low,False,False
CLM0007518,44.698379068781044,0.0,17.9,Low,False,False
CLM0007519,33.87176620527804,0.0,13.5,Low,False,False
CLM0007520,27.031065711868973,0.0,10.8,Low,False,False
CLM0007521,19.273401291972835,0.0,7.7,Low,False,False
CLM0007522,17.140719098359625,0.0,6.9,Low,False,False
CLM0007523,28.42498229787058,0.4219283980296495,11.6,Low,False,False
CLM0007524,66.73700878464456,100.0,86.7,Critical,True,True
CLM0007525,28.86973239995815,0.0,11.5,Low,False,False
CLM0007526,5.778210642371706,0.0,2.3,Low,False,False
CLM0007527,14.281275897816004,0.0,5.7,Low,False,False
CLM0007528,16.450353878650937,0.0,6.6,Low,False,False
CLM0007529,18.503314795987723,0.0,7.4,Low,False,False
CLM0007530,69.98839461757204,100.0,88.0,Critical,True,True
CLM0007531,18.431613542206648,0.0,7.4,Low,False,False
CLM0007532,19.98653595686126,0.0,8.0,Low,False,False
CLM0007533,19.03331947930732,0.0,7.6,Low,False,False
CLM0007534,39.64286104084812,0.0,15.9,Low,False,False
CLM0007535,15.658827913516326,0.0,6.3,Low,False,False
CLM0007536,5.733905812783124,0.0,2.3,Low,False,False
CLM0007537,59.78472462210635,100.0,83.9,Critical,True,False
CLM0007538,21.760607899015938,0.0,8.7,Low,False,False
CLM0007539,17.823359888858427,0.0,7.1,Low,False,False
CLM0007540,33.279055052389516,0.0,13.3,Low,False,False
CLM0007541,14.649788307818701,0.0,5.9,Low,False,False
CLM0007542,38.148717377360654,0.0,15.3,Low,False,False
CLM0007543,19.239998822809156,0.0,7.7,Low,False,False
CLM0007544,5.475177990173641,0.0,2.2,Low,False,False
CLM0007545,26.368790973274425,0.0,10.5,Low,False,False
CLM0007546,25.367849992145963,0.0,10.1,Low,False,False
CLM0007547,12.56896807464435,0.0,5.0,Low,False,False
CLM0007548,26.343526121664084,0.0,10.5,Low,False,False
CLM0007549,12.529801859873169,0.0,5.0,Low,False,False
CLM0007550,8.602242295199735,0.0,3.4,Low,False,False
CLM0007551,24.93294666682865,0.0,10.0,Low,False,False
CLM0007552,4.807073537611306,0.0,1.9,Low,False,False
CLM0007553,50.75548279761735,0.0,20.3,Low,False,False
CLM0007554,32.89620838498962,0.0,13.2,Low,False,False
CLM0007555,33.96258629001287,0.0,13.6,Low,False,False
CLM0007556,30.608972650613943,0.0,12.2,Low,False,False
CLM0007557,24.140102932386366,0.0,9.7,Low,False,False
CLM0007558,30.487439921856264,0.0,12.2,Low,False,False
CLM0007559,20.410098345831095,0.0,8.2,Low,False,False
CLM0007560,43.78688805837031,0.0,17.5,Low,False,False
CLM0007561,11.241466474089501,0.0,4.5,Low,False,False
CLM0007562,10.994467342215874,0.0,4.4,Low,False,False
CLM0007563,13.022381936984962,0.0,5.2,Low,False,False
CLM0007564,42.11055615560295,0.0,16.8,Low,False,False
CLM0007565,22.913190468615362,0.0,9.2,Low,False,False
CLM0007566,19.80049527077479,0.0,7.9,Low,False,False
CLM0007567,23.30593222483416,0.0,9.3,Low,False,False
CLM0007568,17.083266937229936,0.0,6.8,Low,False,False
CLM0007569,63.92254340866048,100.0,85.6,Critical,True,True
CLM0007570,43.478349318545106,0.0,17.4,Low,False,False
CLM0007571,9.370887744475409,0.0,3.7,Low,False,False
CLM0007572,16.81228001475391,0.0,6.7,Low,False,False
CLM0007573,14.501052175118101,0.0,5.8,Low,False,False
CLM0007574,7.694409736330687,0.0,3.1,Low,False,False
CLM0007575,13.258452009266142,0.0,5.3,Low,False,False
CLM0007576,81.74600573214971,100.0,92.7,Critical,True,True
CLM0007577,14.962850651412351,0.0,6.0,Low,False,False
CLM0007578,17.720343745506984,0.0,7.1,Low,False,False
CLM0007579,16.856699576958768,0.0,6.7,Low,False,False
CLM0007580,6.8975515970155055,0.0,2.8,Low,False,False
CLM0007581,19.10709800849303,0.0,7.6,Low,False,False
CLM0007582,3.1267160980268938,0.0,1.3,Low,False,False
CLM0007583,29.799646229207845,0.0,11.9,Low,False,False
CLM0007584,11.769038048985047,0.0,4.7,Low,False,False
CLM0007585,17.305566282908956,0.0,6.9,Low,False,False
CLM0007586,25.115714411544367,0.0,10.0,Low,False,False
CLM0007587,30.735027424120187,0.0,12.3,Low,False,False
CLM0007588,20.176874074950724,0.0,8.1,Low,False,False
CLM0007589,11.68044694156084,0.0,4.7,Low,False,False
CLM0007590,40.19220240691745,0.0,16.1,Low,False,False
CLM0007591,43.89573612513657,0.0,17.6,Low,False,False
CLM0007592,15.50804155056964,0.0,6.2,Low,False,False
CLM0007593,39.69556507106314,0.0,15.9,Low,False,False
CLM0007594,34.89112464898814,0.0,14.0,Low,False,False
CLM0007595,20.9860652139635,0.0,8.4,Low,False,False
CLM0007596,18.917585805793202,0.0,7.6,Low,False,False
CLM0007597,19.279700254328148,0.0,7.7,Low,False,False
CLM0007598,10.048411089005494,0.0,4.0,Low,False,False
CLM0007599,43.67679855469112,0.0,17.5,Low,False,False
CLM0007600,34.99341517221172,0.0,14.0,Low,False,False
CLM0007601,15.456707644623203,0.0,6.2,Low,False,False
CLM0007602,10.297231797468854,0.0,4.1,Low,False,False
CLM0007603,9.871102146941446,0.0,3.9,Low,False,False
CLM0007604,10.97253842276027,0.0,4.4,Low,False,False
CLM0007605,23.802390399605244,0.0,9.5,Low,False,False
CLM0007606,13.292491004759343,0.0,5.3,Low,False,False
CLM0007607,11.681446322595724,0.0,4.7,Low,False,False
CLM0007608,31.675053381308004,0.0,12.7,Low,False,False
CLM0007609,8.031580007787953,0.0,3.2,Low,False,False
CLM0007610,81.97570259290458,100.0,92.8,Critical,True,True
CLM0007611,13.088317574139928,0.0,5.2,Low,False,False
CLM0007612,12.054506733945614,0.0,4.8,Low,False,False
CLM0007613,26.96142438305541,0.0,10.8,Low,False,False
CLM0007614,19.0561733405339,0.0,7.6,Low,False,False
CLM0007615,10.12964599556364,0.0,4.1,Low,False,False
CLM0007616,31.955171109279,0.0,12.8,Low,False,False
CLM0007617,12.822545774590477,0.0,5.1,Low,False,False
CLM0007618,57.796043406748346,0.0,23.1,Low,False,False
CLM0007619,18.854849089424075,0.0,7.5,Low,False,False
CLM0007620,17.08490693884672,0.0,6.8,Low,False,False
CLM0007621,30.257926502310152,0.0,12.1,Low,False,False
CLM0007622,16.371839789077026,0.0,6.5,Low,False,False
CLM0007623,18.718714532518334,0.0,7.5,Low,False,False
CLM0007624,23.412622541764993,0.0,9.4,Low,False,False
CLM0007625,56.844348902971554,99.99401211416655,82.7,Critical,True,False
CLM0007626,35.60317997113751,0.0,14.2,Low,False,False
CLM0007627,47.42497496874809,0.0,19.0,Low,False,False
CLM0007628,21.758328498673563,0.0,8.7,Low,False,False
CLM0007629,23.035395191967677,0.0,9.2,Low,False,False
CLM0007630,34.942004931456715,0.3708721773358193,14.2,Low,False,False
CLM0007631,5.602851373031981,0.0,2.2,Low,False,False
CLM0007632,38.04868636305947,0.0,15.2,Low,False,False
CLM0007633,23.672648288917774,0.0,9.5,Low,False,False
CLM0007634,23.596512367512045,0.0,9.4,Low,False,False
CLM0007635,19.804545643748185,0.0,7.9,Low,False,False
CLM0007636,18.54794707518469,0.0,7.4,Low,False,False
CLM0007637,25.164276811359976,0.0,10.1,Low,False,False
CLM0007638,37.97888567806289,0.0,15.2,Low,False,False
CLM0007639,6.381857941543501,0.0,2.6,Low,False,False
CLM0007640,36.61381912473616,0.0,14.6,Low,False,False
CLM0007641,63.888890883960926,0.0,25.6,Medium,False,False
CLM0007642,11.673824492233454,0.0,4.7,Low,False,False
CLM0007643,62.398704403618495,0.0,25.0,Low,False,False
CLM0007644,19.666419176243245,0.0,7.9,Low,False,False
CLM0007645,18.460651508297254,0.0,7.4,Low,False,False
CLM0007646,13.353662174015845,0.0,5.3,Low,False,False
CLM0007647,14.531792320044378,0.0,5.8,Low,False,False
CLM0007648,28.994089930811594,0.0,11.6,Low,False,False
CLM0007649,48.575674726685726,0.0,19.4,Low,False,False
CLM0007650,10.198194103589797,0.0,4.1,Low,False,False
CLM0007651,14.463719059574153,0.0,5.8,Low,False,False
CLM0007652,18.51412487397538,0.0,7.4,Low,False,False
CLM0007653,36.0251835644171,0.0,14.4,Low,False,False
CLM0007654,15.93740397676543,0.0,6.4,Low,False,False
CLM0007655,13.230968064644133,0.0,5.3,Low,False,False
CLM0007656,17.577729265606244,0.0,7.0,Low,False,False
CLM0007657,42.34158243030309,0.0,16.9,Low,False,False
CLM0007658,31.673789119211236,0.0,12.7,Low,False,False
CLM0007659,10.01978061548635,0.0,4.0,Low,False,False
CLM0007660,30.529190346974655,0.0,12.2,Low,False,False
CLM0007661,22.72992158043423,0.0,9.1,Low,False,False
CLM0007662,22.308044243203295,0.0,8.9,Low,False,False
CLM0007663,19.32183529310123,0.0,7.7,Low,False,False
CLM0007664,10.320451602985214,0.0,4.1,Low,False,False
CLM0007665,50.9232796133847,0.0,20.4,Low,False,False
CLM0007666,24.128049082423452,0.0,9.7,Low,False,False
CLM0007667,18.210806105363098,0.0,7.3,Low,False,False
CLM0007668,31.89949656409139,0.0,12.8,Low,False,False
CLM0007669,63.9030944925739,99.99047073679264,85.6,Critical,True,True
CLM0007670,21.76592173589397,0.0,8.7,Low,False,False
CLM0007671,24.224160880650057,0.0,9.7,Low,False,False
CLM0007672,26.295314331900745,0.0,10.5,Low,False,False
CLM0007673,27.71527689787644,0.0,11.1,Low,False,False
CLM0007674,49.04001510989408,98.6465750314738,78.8,Critical,True,False
CLM0007675,9.838941598411832,0.0,3.9,Low,False,False
CLM0007676,44.094882913676315,0.0,17.6,Low,False,False
CLM0007677,18.324093414587406,0.0,7.3,Low,False,False
CLM0007678,12.399110022927673,0.0,5.0,Low,False,False
CLM0007679,18.651926592359303,0.0,7.5,Low,False,False
CLM0007680,24.976444513121198,0.4219283980296495,10.2,Low,False,False
CLM0007681,7.528710456732335,0.0,3.0,Low,False,False
CLM0007682,14.762760622515481,0.0,5.9,Low,False,False
CLM0007683,25.05511460843661,0.0,10.0,Low,False,False
CLM0007684,12.09659443502259,0.0,4.8,Low,False,False
CLM0007685,10.818591086584428,0.0,4.3,Low,False,False
CLM0007686,5.990522191870918,0.0,2.4,Low,False,False
CLM0007687,8.659895320515066,0.0,3.5,Low,False,False
CLM0007688,25.729697196267242,0.0,10.3,Low,False,False
CLM0007689,14.135407124606147,0.0,5.7,Low,False,False
CLM0007690,32.76216906350713,0.0,13.1,Low,False,False
CLM0007691,33.87372609053715,0.0,13.5,Low,False,False
CLM0007692,10.17452218776037,0.0,4.1,Low,False,False
CLM0007693,15.818430277202445,0.0,6.3,Low,False,False
CLM0007694,17.411779688400376,0.0,7.0,Low,False,False
CLM0007695,27.233353449253872,0.0,10.9,Low,False,False
CLM0007696,22.69552720380932,0.0,9.1,Low,False,False
CLM0007697,17.614255258306045,0.0,7.0,Low,False,False
CLM0007698,17.710895573943873,0.0,7.1,Low,False,False
CLM0007699,31.012181698231565,0.0,12.4,Low,False,False
CLM0007700,7.10143290531372,0.0,2.8,Low,False,False
CLM0007701,30.958527843488525,0.0,12.4,Low,False,False
CLM0007702,22.599754130357397,0.0,9.0,Low,False,False
CLM0007703,11.99750166755159,0.0,4.8,Low,False,False
CLM0007704,12.231237843105802,0.0,4.9,Low,False,False
CLM0007705,86.78450642149375,99.99401211416655,94.7,Critical,True,True
CLM0007706,9.886770265324396,0.0,4.0,Low,False,False
CLM0007707,43.83469454849591,0.0,17.5,Low,False,False
CLM0007708,19.995427671482112,0.0,8.0,Low,False,False
CLM0007709,14.42389631021891,0.0,5.8,Low,False,False
CLM0007710,21.429447434623427,0.0,8.6,Low,False,False
CLM0007711,15.204577466454294,0.0,6.1,Low,False,False
CLM0007712,16.886371388839926,0.0,6.8,Low,False,False
CLM0007713,17.460310368585784,0.0,7.0,Low,False,False
CLM0007714,13.325538654603042,0.0,5.3,Low,False,False
CLM0007715,17.927059420048476,0.0,7.2,Low,False,False
CLM0007716,16.381758418365244,0.0,6.6,Low,False,False
CLM0007717,78.76172094454736,0.0,31.5,Medium,False,False
CLM0007718,23.433839595670204,0.0,9.4,Low,False,False
CLM0007719,36.021095361925504,0.0,14.4,Low,False,False
CLM0007720,45.401028703878964,0.0,18.2,Low,False,False
CLM0007721,18.197642825121797,0.0,7.3,Low,False,False
CLM0007722,14.419185705843018,0.0,5.8,Low,False,False
CLM0007723,14.35854049592612,0.0,5.7,Low,False,False
CLM0007724,21.217699117858025,0.0,8.5,Low,False,False
CLM0007725,18.848741866399653,0.0,7.5,Low,False,False
CLM0007726,46.19159593221599,0.0,18.5,Low,False,False
CLM0007727,65.15356736851899,100.0,86.1,Critical,True,True
CLM0007728,22.68780151739479,0.0,9.1,Low,False,False
CLM0007729,19.653640227131596,0.0,7.9,Low,False,False
CLM0007730,3.8646639860724696,0.0,1.5,Low,False,False
CLM0007731,23.555308448675937,0.0,9.4,Low,False,False
CLM0007732,20.829220477231992,0.0,8.3,Low,False,False
CLM0007733,41.245633353837974,0.0,16.5,Low,False,False
CLM0007734,21.4445667968576,0.0,8.6,Low,False,False
CLM0007735,20.49819338368355,0.0,8.2,Low,False,False
CLM0007736,17.202083122419054,0.0,6.9,Low,False,False
CLM0007737,15.70278328030229,0.0,6.3,Low,False,False
CLM0007738,11.822469325703032,0.0,4.7,Low,False,False
CLM0007739,20.467047395732273,0.0,8.2,Low,False,False
CLM0007740,40.30822297290532,0.0,16.1,Low,False,False
CLM0007741,14.990082399677163,0.0,6.0,Low,False,False
CLM0007742,23.632666999059403,0.0,9.5,Low,False,False
CLM0007743,61.77043792723118,100.0,84.7,Critical,True,False
CLM0007744,31.918352049935528,0.0,12.8,Low,False,False
CLM0007745,15.506562959017224,0.0,6.2,Low,False,False
CLM0007746,12.604607909405829,0.0,5.0,Low,False,False
CLM0007747,4.907854858798921,0.0,2.0,Low,False,False
CLM0007748,38.08296081721467,0.0,15.2,Low,False,False
CLM0007749,78.00438712054628,100.0,91.2,Critical,True,True
CLM0007750,12.618434709103498,0.0,5.0,Low,False,False
CLM0007751,11.44683523427985,0.0,4.6,Low,False,False
CLM0007752,25.41442796710345,0.0,10.2,Low,False,False
CLM0007753,36.99973368435493,0.0,14.8,Low,False,False
CLM0007754,40.573029461471656,0.3708721773358193,16.5,Low,False,False
CLM0007755,15.418735227045332,0.0,6.2,Low,False,False
CLM0007756,20.915587032259396,0.0,8.4,Low,False,False
CLM0007757,18.99140244288565,0.0,7.6,Low,False,False
CLM0007758,20.30377425531804,0.0,8.1,Low,False,False
CLM0007759,20.274815233977826,0.0,8.1,Low,False,False
CLM0007760,15.035458426066883,0.0,6.0,Low,False,False
CLM0007761,18.3787681510429,0.0,7.4,Low,False,False
CLM0007762,14.692658320862728,0.0,5.9,Low,False,False
CLM0007763,43.003809339035705,0.0,17.2,Low,False,False
CLM0007764,13.62973823512974,0.0,5.5,Low,False,False
CLM0007765,14.883537775112254,0.0,6.0,Low,False,False
CLM0007766,23.971524804010947,0.0,9.6,Low,False,False
CLM0007767,12.909353251670307,0.0,5.2,Low,False,False
CLM0007768,31.735212436042715,0.0,12.7,Low,False,False
CLM0007769,17.863605866984567,0.0,7.1,Low,False,False
CLM0007770,17.621317538401293,0.0,7.0,Low,False,False
CLM0007771,7.076864119672188,0.0,2.8,Low,False,False
CLM0007772,58.240259060365005,99.87241118438851,83.2,Critical,True,False
CLM0007773,14.82564558726901,0.0,5.9,Low,False,False
CLM0007774,37.778985527718376,0.0,15.1,Low,False,False
CLM0007775,25.33677006693337,0.0,10.1,Low,False,False
CLM0007776,9.562574824625425,0.0,3.8,Low,False,False
CLM0007777,46.04966311205715,0.0,18.4,Low,False,False
CLM0007778,70.48551096601258,0.0,28.2,Medium,False,False
CLM0007779,27.900837236108146,0.0,11.2,Low,False,False
CLM0007780,32.372237919675364,0.0,12.9,Low,False,False
CLM0007781,42.89586881378409,0.0,17.2,Low,False,False
CLM0007782,12.798572969789191,0.0,5.1,Low,False,False
CLM0007783,64.88726428292932,100.0,86.0,Critical,True,True
CLM0007784,20.614190697626345,0.0,8.2,Low,False,False
CLM0007785,21.268222837239392,0.0,8.5,Low,False,False
CLM0007786,9.175235986523045,0.0,3.7,Low,False,False
CLM0007787,53.38070503304473,0.0,21.4,Low,False,False
CLM0007788,21.33990553904702,0.0,8.5,Low,False,False
CLM0007789,15.873739896858542,0.0,6.3,Low,False,False
CLM0007790,32.356067078270854,0.0,12.9,Low,False,False
CLM0007791,20.050863588224065,0.0,8.0,Low,False,False
CLM0007792,20.471048581837415,0.0,8.2,Low,False,False
CLM0007793,30.73632768272574,0.0,12.3,Low,False,False
CLM0007794,21.427934306070895,0.0,8.6,Low,False,False
CLM0007795,18.073858744016956,0.0,7.2,Low,False,False
CLM0007796,7.588689480547051,0.0,3.0,Low,False,False
CLM0007797,16.069628371583644,0.0,6.4,Low,False,False
CLM0007798,30.202932575180654,0.0,12.1,Low,False,False
CLM0007799,13.091692047552595,0.0,5.2,Low,False,False
CLM0007800,62.085024929789114,99.97667690870216,84.8,Critical,True,False
CLM0007801,5.859052622627892,0.0,2.3,Low,False,False
CLM0007802,17.03538528576963,0.0,6.8,Low,False,False
CLM0007803,37.46216308441369,0.0,15.0,Low,False,False
CLM0007804,9.999636577839265,0.0,4.0,Low,False,False
CLM0007805,18.791654925393388,0.0,7.5,Low,False,False
CLM0007806,11.20211501303916,0.0,4.5,Low,False,False
CLM0007807,40.53151863372626,0.0,16.2,Low,False,False
CLM0007808,21.081252701270326,0.0,8.4,Low,False,False
CLM0007809,35.9653630792366,0.0,14.4,Low,False,False
CLM0007810,42.16197737450336,0.0,16.9,Low,False,False
CLM0007811,63.78548928382317,0.0,25.5,Medium,False,False
CLM0007812,35.425431270838374,0.0,14.2,Low,False,False
CLM0007813,19.880029097402684,0.0,8.0,Low,False,False
CLM0007814,33.31920406517659,0.0,13.3,Low,False,False
CLM0007815,30.782909017948732,0.0,12.3,Low,False,False
CLM0007816,14.353744119870937,0.0,5.7,Low,False,False
CLM0007817,23.048904759061152,0.0,9.2,Low,False,False
CLM0007818,12.286533389576581,0.0,4.9,Low,False,False
CLM0007819,28.785217111510807,0.0,11.5,Low,False,False
CLM0007820,41.493662397735505,0.0,16.6,Low,False,False
CLM0007821,31.29568602470335,0.0,12.5,Low,False,False
CLM0007822,20.506252142186998,0.0,8.2,Low,False,False
CLM0007823,30.90896415731167,0.0,12.4,Low,False,False
CLM0007824,33.247966739835135,0.0,13.3,Low,False,False
CLM0007825,21.639104916969053,0.0,8.7,Low,False,False
CLM0007826,22.120960268238676,0.0,8.8,Low,False,False
CLM0007827,86.06038861645754,100.0,94.4,Critical,True,True
CLM0007828,7.352242027199585,0.0,2.9,Low,False,False
CLM0007829,26.128256821218308,0.0,10.5,Low,False,False
CLM0007830,19.097303645519915,0.0,7.6,Low,False,False
CLM0007831,73.4214821753828,95.2824465603882,86.5,Critical,True,True
CLM0007832,62.7499265908273,100.0,85.1,Critical,True,True
